DateHeure	Group1	Lib	Valeur					
19/01/2018 03:12	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:14	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:14	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:16	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:16	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:18	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:18	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:20	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:20	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:22	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:22	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:24	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:24	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:26	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:26	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:28	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:28	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:30	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:30	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:32	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:32	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:34	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:34	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:36	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:36	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:38	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:38	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:40	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:40	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:42	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:42	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:44	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:44	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:46	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:46	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:48	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:48	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:50	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:50	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:52	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:52	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:54	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:54	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:56	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:56	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 03:58	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 03:58	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:00	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:00	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:02	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:02	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:04	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:04	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:06	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:06	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:08	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:08	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:10	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:10	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:12	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:12	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:14	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:14	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:16	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:16	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:18	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:18	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:20	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:20	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:22	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:22	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:24	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:24	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:26	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:26	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:28	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:28	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:30	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:30	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:32	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:32	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:34	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:34	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:36	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:36	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:38	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:38	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:40	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:40	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:42	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:42	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:44	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:44	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:46	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:46	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:48	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:48	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:50	Ambiance	CO2 Cours 107	320	320	21.6		21.6	320
19/01/2018 04:50	Ambiance	Temp Cours 107	21.6	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:52	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 04:52	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:54	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 04:54	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:56	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 04:56	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 04:58	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 04:58	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:00	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:00	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:02	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:02	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:04	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:04	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:06	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:06	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:08	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:08	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:10	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:10	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:12	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:12	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:14	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:14	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:16	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:16	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:18	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:18	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:20	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:20	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:22	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:22	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:24	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:24	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:26	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:26	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:28	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:28	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:30	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:30	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:32	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:32	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:34	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:34	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:36	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:36	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:38	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:38	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:40	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:40	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:42	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:42	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:44	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:44	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:46	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:46	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:48	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:48	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:50	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:50	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:52	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:52	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:54	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:54	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:56	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:56	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 05:58	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 05:58	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:00	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:00	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:02	Ambiance	CO2 Cours 107	340	340	21.5		21.5	340
19/01/2018 06:02	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:04	Ambiance	CO2 Cours 107	340	340	21.5		21.5	340
19/01/2018 06:04	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:06	Ambiance	CO2 Cours 107	340	340	21.5		21.5	340
19/01/2018 06:06	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:08	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:08	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:10	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:10	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:12	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:12	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:14	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:14	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:16	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:16	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:18	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:18	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:20	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:20	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:22	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:22	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:24	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:24	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:26	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:26	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:28	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:28	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:30	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:30	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:32	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:32	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:34	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:34	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:36	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:36	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:38	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:38	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:40	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:40	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:42	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:42	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:44	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:44	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:46	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:46	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:48	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:48	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:50	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:50	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:52	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:52	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:54	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:54	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:56	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:56	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 06:58	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 06:58	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:00	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:00	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:02	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:02	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:04	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:04	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:06	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:06	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:08	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:08	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:10	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:10	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:12	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:12	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:14	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:14	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:16	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:16	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:18	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:18	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:20	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:20	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:22	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:22	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:24	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:24	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:26	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:26	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:28	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:28	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:30	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:30	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:32	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:32	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:34	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:34	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:36	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:36	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:38	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:38	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:40	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:40	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:42	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:42	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:44	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:44	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:46	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:46	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:48	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:48	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:50	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:50	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:52	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:52	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:54	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:54	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:56	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:56	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 07:58	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 07:58	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:00	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:00	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:02	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:02	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:04	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:04	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:06	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:06	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:08	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:08	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:10	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:10	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:12	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:12	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:14	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:14	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:16	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:16	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
19/01/2018 08:18	Ambiance	CO2 Cours 107	320	320	21.5		21.5	320
19/01/2018 08:18	Ambiance	Temp Cours 107	21.5	FAUX	FAUX		FAUX	FAUX
